id_usuario;id_eval;nombre;edad;genero;estado_relacion;situacion_trabajo;hr_sueno;hr_act_fis;hr_pantalla;apoyo_percibido;estres_laboral;estres_academico;satisfaccion_laboral;estres_financ;hr_trabajo;cambio_emocional;dificultad_concentracion;historial_panico;historial_familiar;diagnostico_previo;tratamiento_previo;uso_sustancias;correo;password
153;10153;Nazaret Revilla Galván;31;Masculino;Soltero;Empleado;90;112;99;2;7;4;8;7;63;10;6;1;1;0;1;1;nazaret.revilla119@gmail.com;Nazare846!
154;10154;Candelario Ricart Pou;27;Masculino;Casado;Desempleado;94;2;71;6;8;3;10;8;69;6;5;0;1;0;1;0;candelario.ricart402@outlook.com;Candel342#
155;10155;Vanesa María Ángeles Ruano Asensio;35;Femenina;Divorciado;Independiente;35;16;102;10;10;9;4;10;67;7;2;0;1;1;1;0;vanesa.maria439@gmail.com;Vanesa556@
156;10156;Claudio Garay Sánchez;29;Masculino;Divorciado;Estudiante;93;112;69;6;2;5;7;10;56;8;9;1;0;0;0;0;claudio.garay451@yahoo.com;Claudi396!
157;10157;Lázaro de Domínguez;28;Masculino;Divorciado;Empleado;93;94;24;10;8;7;8;3;69;1;4;0;1;1;0;0;lazaro.de817@outlook.com;Lazaro587123
158;10158;Lupita Goicoechea Egea;29;Otro;Casado;Independiente;58;95;78;5;2;2;7;10;54;4;5;0;0;1;0;1;lupita.goicoechea828@gmail.com;Lupita821!
159;10159;Reyna Calvo Borrell;19;Femenina;Soltero;Desempleado;95;20;98;8;3;2;7;8;66;4;4;0;1;0;1;1;reyna.calvo821@outlook.com;Reynac582#
160;10160;Rosalva de Soria;29;Otro;Soltero;Empleado;68;63;107;10;7;6;5;4;50;1;2;0;0;0;1;0;rosalva.de576@yahoo.com;Rosalv759123
161;10161;Mohamed Vigil;35;Masculino;Divorciado;Empleado;42;77;89;7;9;5;4;2;38;10;10;0;0;0;0;1;mohamed.vigil916@yahoo.com;Mohame9862026
162;10162;Jordana Paredes-Rico;27;Otro;Soltero;Desempleado;48;53;88;8;1;1;7;5;40;1;5;1;0;1;0;1;jordana.paredesrico745@hotmail.com;Jordan406123
163;10163;Chema Luz Palomares;33;Masculino;Casado;Independiente;97;76;60;5;8;5;2;6;44;1;3;1;0;0;0;1;chema.luz761@hotmail.com;Chemal2382026
164;10164;Rogelio Isidro Ropero Huguet;20;Otro;Divorciado;Independiente;81;54;17;4;2;5;8;7;39;5;1;0;0;0;0;1;rogelio.isidro312@gmail.com;Rogeli719123
165;10165;Patricio Aurelio Vizcaíno Feliu;36;Masculino;Soltero;Desempleado;96;14;28;4;9;1;2;4;61;7;2;0;1;0;0;0;patricio.aurelio528@yahoo.com;Patric202#
166;10166;Américo Merino Sanabria;26;Masculino;Divorciado;Estudiante;47;145;115;4;7;4;9;2;24;6;7;1;0;1;0;0;americo.merino15@outlook.com;Americ733123
167;10167;Gabriela Leiva Salas;24;Otro;Casado;Desempleado;52;74;45;10;6;7;2;2;69;4;7;1;0;0;0;1;gabriela.leiva892@outlook.com;Gabrie356#
168;10168;Jennifer Vilalta Clemente;34;Femenina;Divorciado;Desempleado;73;82;24;8;1;4;6;3;58;3;5;1;1;1;1;0;jennifer.vilalta957@gmail.com;Jennif119#
169;10169;Herberto de Roldán;19;Masculino;Casado;Empleado;53;104;94;7;3;3;10;8;66;7;9;0;0;0;1;0;herberto.de64@gmail.com;Herber924#
170;10170;Inmaculada Velázquez Bermúdez;27;Femenina;Divorciado;Estudiante;41;113;73;3;3;8;5;10;64;10;10;1;1;0;1;0;inmaculada.velazquez383@hotmail.com;Inmacu398!
171;10171;Pilar Quintanilla Mulet;28;Femenina;Soltero;Estudiante;61;44;112;4;9;2;2;9;51;6;7;0;1;1;1;1;pilar.quintanilla380@outlook.com;Pilarq269@
172;10172;Jordana Íngrid Bayo Viña;18;Femenina;Casado;Estudiante;66;81;38;9;6;4;3;3;20;5;9;1;1;1;1;0;jordana.ingrid38@outlook.com;Jordan206!
173;10173;Odalys Rosalva Aliaga Ricart;33;Otro;Divorciado;Estudiante;33;90;106;8;7;5;2;6;50;6;9;0;1;1;0;0;odalys.rosalva395@hotmail.com;Odalys766!
174;10174;Gloria Bauzà Barreda;24;Femenina;Casado;Estudiante;43;15;110;8;4;8;10;2;40;10;6;1;1;1;0;1;gloria.bauz256@outlook.com;Gloria451123
175;10175;Buenaventura Juan Carlos Abad Girón;23;Otro;Divorciado;Desempleado;84;11;83;6;5;4;7;8;21;1;1;0;1;0;1;0;buenaventura.juan20@outlook.com;Buenav157123
176;10176;Edgardo Blanca Cabeza;20;Otro;Soltero;Desempleado;80;26;36;10;1;8;10;3;63;1;3;1;0;1;0;0;edgardo.blanca859@yahoo.com;Edgard3512026
177;10177;Jacobo Mora-Monreal;24;Masculino;Casado;Independiente;92;30;114;9;7;4;4;2;21;8;3;1;1;1;1;0;jacobo.moramonreal822@gmail.com;Jacobo682@
178;10178;Lázaro Azorin-Pozo;35;Masculino;Soltero;Independiente;68;102;85;7;6;10;5;1;58;5;2;1;1;1;1;0;lazaro.azorinpozo505@hotmail.com;Lazaro330!
179;10179;Jenaro Fiol Ferrándiz;27;Otro;Soltero;Independiente;96;143;36;1;4;4;2;9;68;6;8;1;0;0;0;1;jenaro.fiol498@outlook.com;Jenaro829@
180;10180;Soraya Pintor Mora;35;Femenina;Casado;Desempleado;62;14;109;3;3;2;10;6;30;4;10;1;0;0;1;0;soraya.pintor38@hotmail.com;Soraya975123
181;10181;Eva Benito Cornejo;21;Femenina;Divorciado;Desempleado;59;102;36;2;5;6;5;9;27;2;3;1;0;0;1;0;eva.benito793@yahoo.com;Evaben877@
182;10182;Leopoldo Echeverría Martin;27;Masculino;Casado;Estudiante;81;26;50;7;6;6;7;3;56;8;5;1;0;1;1;0;leopoldo.echeverria976@gmail.com;Leopol9982026
183;10183;Vicenta Pardo-Nuñez;33;Otro;Divorciado;Desempleado;87;88;33;10;5;5;1;10;24;7;1;0;1;1;0;1;vicenta.pardonunez45@yahoo.com;Vicent7942026
184;10184;Encarnacion Montes Serna;34;Femenina;Soltero;Desempleado;62;37;111;6;6;10;7;3;41;7;8;1;0;0;0;0;encarnacion.montes527@hotmail.com;Encarn114123
185;10185;Ángeles Cruz Alonso Anguita;27;Femenina;Soltero;Independiente;84;33;28;9;2;3;10;2;21;10;8;0;1;0;1;1;angeles.cruz289@yahoo.com;Angele922@
186;10186;Julián Solís Ocaña;36;Otro;Casado;Estudiante;38;145;29;3;9;4;5;1;24;5;8;0;1;1;0;0;julian.solis572@hotmail.com;Julian749@
187;10187;Teodoro Roman Asenjo;31;Masculino;Soltero;Estudiante;82;5;23;2;9;6;7;5;45;10;6;0;1;1;1;1;teodoro.roman842@gmail.com;Teodor428_
188;10188;Mauricio Estevez Morillo;34;Otro;Casado;Empleado;94;13;113;7;2;8;6;7;31;5;3;0;0;1;1;0;mauricio.estevez614@gmail.com;Mauric5922026
189;10189;Ismael Nazario Rivera Linares;34;Otro;Divorciado;Independiente;94;136;77;4;9;4;10;10;53;1;7;1;0;1;1;1;ismael.nazario181@gmail.com;Ismael156_
190;10190;Juana Cisneros-Roca;29;Femenina;Divorciado;Estudiante;51;101;46;1;9;6;8;4;67;5;6;0;1;1;0;0;juana.cisnerosroca847@outlook.com;Juanac941!
191;10191;Camila Abellán;18;Otro;Soltero;Estudiante;96;138;74;10;9;10;6;7;64;1;8;1;1;1;1;1;camila.abellan243@outlook.com;Camila210@
192;10192;Arsenio Jáuregui;28;Masculino;Casado;Empleado;86;118;66;3;5;5;2;10;42;4;6;1;1;0;0;1;arsenio.jauregui944@outlook.com;Arseni5622026
193;10193;Rolando Oliver Cózar;28;Masculino;Soltero;Desempleado;63;147;91;5;2;7;2;6;30;3;3;0;0;1;1;1;rolando.oliver446@gmail.com;Roland387!
194;10194;Pascual Lloret Pozo;28;Otro;Divorciado;Desempleado;32;112;90;6;5;4;2;7;38;9;9;0;0;0;0;1;pascual.lloret71@outlook.com;Pascua619_
195;10195;José Viana Salinas;35;Masculino;Soltero;Estudiante;34;94;16;2;6;6;3;4;62;1;7;1;1;1;1;1;jose.viana37@hotmail.com;Josevi3712026
196;10196;Odalys de Aragón;34;Femenina;Divorciado;Desempleado;31;54;20;2;8;5;8;8;46;6;6;1;0;1;1;1;odalys.de736@yahoo.com;Odalys807@
197;10197;Olivia Barrios-Madrigal;26;Otro;Divorciado;Desempleado;83;91;28;9;4;9;3;7;61;4;3;0;0;1;0;0;olivia.barriosmadrigal193@yahoo.com;Olivia205123
198;10198;Asdrubal del Ibarra;31;Otro;Casado;Independiente;45;18;104;5;9;2;2;6;22;9;2;0;0;1;1;1;asdrubal.del823@gmail.com;Asdrub339123
199;10199;Ema Nazaret Alcántara Abascal;25;Femenina;Casado;Estudiante;48;55;103;8;3;1;4;1;63;8;9;1;1;0;1;0;ema.nazaret878@outlook.com;Emanaz3852026
200;10200;Martin Villalonga Rebollo;30;Masculino;Soltero;Desempleado;68;54;19;9;1;9;3;10;29;9;6;1;0;0;1;1;martin.villalonga654@gmail.com;Martin151#
201;10201;Estrella Manzano Salmerón;22;Otro;Casado;Estudiante;96;115;40;4;6;10;8;9;45;5;7;0;1;0;0;1;estrella.manzano899@outlook.com;Estrel469!
202;10202;Herminia Dolores Valls Vara;24;Femenina;Divorciado;Independiente;34;108;35;2;1;1;10;3;39;4;7;1;1;0;1;1;herminia.dolores737@gmail.com;Hermin820#
203;10203;Eugenia Nuria Cordero Verdú;35;Femenina;Soltero;Empleado;64;126;28;10;7;7;1;1;68;4;8;0;0;0;0;1;eugenia.nuria518@yahoo.com;Eugeni626_
204;10204;Carmelita Octavia Riquelme Menendez;34;Femenina;Casado;Independiente;97;91;118;9;3;4;4;9;43;5;7;1;1;0;1;1;carmelita.octavia120@gmail.com;Carmel977!
205;10205;Valerio Gisbert Cuervo;24;Masculino;Casado;Estudiante;36;128;79;2;7;9;2;7;50;5;1;0;1;1;0;0;valerio.gisbert396@hotmail.com;Valeri718123
206;10206;Íngrid España Colom;27;Otro;Casado;Estudiante;77;62;62;5;10;9;8;3;52;1;8;0;0;0;0;1;ingrid.espana709@gmail.com;Ingrid139_
207;10207;Wilfredo Agustí Girona;28;Masculino;Divorciado;Independiente;66;71;38;4;8;7;7;10;25;1;6;1;1;0;1;0;wilfredo.agusti519@hotmail.com;Wilfre871@
208;10208;Melchor Pedraza Catalán;32;Masculino;Soltero;Desempleado;65;109;22;6;3;10;1;4;25;2;7;0;0;1;1;0;melchor.pedraza318@yahoo.com;Melcho935123
209;10209;Nacho Macías Acevedo;24;Masculino;Casado;Estudiante;44;66;55;8;4;2;10;7;21;1;2;1;0;0;1;0;nacho.macias889@gmail.com;Nachom319!
210;10210;Román Miranda Lucena;18;Masculino;Casado;Independiente;95;82;83;4;9;9;6;2;59;6;3;1;1;0;0;1;roman.miranda817@yahoo.com;Romanm647123
211;10211;América Valls Villegas;22;Femenina;Soltero;Estudiante;71;133;108;1;10;6;8;1;56;9;10;1;1;1;0;1;america.valls112@yahoo.com;Americ113_
212;10212;Cristian Rocamora Campo;30;Masculino;Divorciado;Estudiante;96;1;36;1;10;3;9;3;21;1;10;0;0;1;0;0;cristian.rocamora393@gmail.com;Cristi207_
213;10213;Felicia Velázquez-Arjona;23;Femenina;Divorciado;Independiente;35;146;70;4;4;5;8;10;33;6;3;1;1;1;0;0;felicia.velazquezarjona447@gmail.com;Felici564123
214;10214;Miguela Sacristán Ballester;35;Otro;Divorciado;Independiente;71;21;57;1;4;4;10;7;40;2;7;0;1;1;1;0;miguela.sacristan620@gmail.com;Miguel861_
215;10215;Benito Vicens Álvaro;30;Masculino;Divorciado;Independiente;52;70;41;7;1;1;2;10;50;10;8;0;0;0;1;0;benito.vicens754@outlook.com;Benito194@
216;10216;Ramona Ferrer Nuñez;23;Otro;Divorciado;Independiente;34;2;98;2;5;1;4;4;28;3;9;1;0;1;1;1;ramona.ferrer384@gmail.com;Ramona133123
217;10217;Juan José Roma Peral;28;Otro;Casado;Independiente;41;145;111;10;2;10;9;3;69;6;4;1;0;1;0;0;juan.jose946@gmail.com;Juanjo968@
218;10218;Marc Coloma Guitart;36;Masculino;Casado;Empleado;85;3;46;9;8;7;10;8;30;10;10;0;1;0;0;0;marc.coloma245@outlook.com;Marcco839!
219;10219;René Arroyo Porras;35;Otro;Soltero;Empleado;60;34;32;8;3;3;6;1;47;9;5;1;0;1;0;1;rene.arroyo691@yahoo.com;Renear127#
220;10220;Reyna Valera Paz;36;Femenina;Casado;Independiente;34;67;15;5;2;10;6;10;47;1;1;1;1;1;0;1;reyna.valera963@hotmail.com;Reynav372_
221;10221;Marta Sevillano Catalá;33;Femenina;Soltero;Estudiante;83;71;59;4;5;1;1;3;22;7;1;0;1;0;0;0;marta.sevillano325@gmail.com;Martas341!
222;10222;Filomena de Suárez;18;Femenina;Soltero;Desempleado;33;28;101;3;9;8;3;5;26;3;9;1;0;0;1;1;filomena.de161@outlook.com;Filome983123
223;10223;Primitivo Gomez Álvaro;21;Masculino;Casado;Desempleado;57;23;83;4;4;9;2;5;29;9;9;1;1;1;0;0;primitivo.gomez66@yahoo.com;Primit339@
224;10224;Isidoro Villa Acedo;18;Masculino;Soltero;Desempleado;58;69;12;8;7;3;8;2;66;7;1;1;1;0;1;1;isidoro.villa409@hotmail.com;Isidor314_
225;10225;Atilio Gallego Jurado;26;Masculino;Casado;Empleado;73;94;25;10;8;3;3;5;33;10;8;1;1;1;1;0;atilio.gallego663@gmail.com;Atilio736!
226;10226;Rosa María Cámara Cárdenas;34;Otro;Divorciado;Empleado;99;20;45;10;9;3;2;9;23;10;8;0;0;0;1;1;rosa.maria769@outlook.com;Rosama596!
227;10227;Virginia Prado Barragán;18;Femenina;Soltero;Estudiante;42;122;70;5;3;8;6;2;60;7;10;1;1;0;0;0;virginia.prado827@outlook.com;Virgin733_
228;10228;Gabriel Ocaña-Salinas;32;Otro;Casado;Desempleado;47;20;43;8;9;10;4;1;41;7;10;0;0;0;1;1;gabriel.ocanasalinas514@outlook.com;Gabrie915123
229;10229;Berto Hernando Manzano;20;Masculino;Casado;Independiente;79;25;93;8;7;4;2;8;21;10;1;1;1;0;0;0;berto.hernando356@yahoo.com;Bertoh128@
230;10230;José Antonio Jerónimo Casal Portillo;34;Masculino;Casado;Independiente;66;40;60;5;3;5;1;3;41;9;4;0;1;0;0;1;jose.antonio807@outlook.com;Josean151123
231;10231;Ángel del Castro;30;Masculino;Soltero;Independiente;38;12;68;3;7;9;3;6;32;7;2;1;1;0;0;0;angel.del416@hotmail.com;Angeld249!
232;10232;Encarna Gallart Alcalde;31;Femenina;Casado;Estudiante;98;43;57;5;3;1;10;6;50;1;7;1;1;1;0;0;encarna.gallart692@outlook.com;Encarn651@
233;10233;José Ángel de Peñalver;24;Otro;Divorciado;Empleado;38;60;47;2;8;5;7;1;49;4;4;1;0;0;0;0;jose.angel419@gmail.com;Josean452#
234;10234;Manu Ávila Santamaria;18;Otro;Casado;Independiente;85;8;51;10;3;8;2;3;28;8;9;0;1;0;1;0;manu.avila407@yahoo.com;Manuav924#
235;10235;René Segismundo Egea Vázquez;35;Masculino;Casado;Estudiante;85;47;111;6;9;7;5;9;58;1;5;1;0;0;0;1;rene.segismundo435@hotmail.com;Renese3442026
236;10236;Isidoro Roca-Rosales;22;Otro;Soltero;Estudiante;36;109;48;2;8;9;9;2;41;1;8;1;1;0;0;1;isidoro.rocarosales722@outlook.com;Isidor497@
237;10237;Teresa Regina Cases Pozo;20;Femenina;Casado;Independiente;33;49;79;6;10;9;9;2;42;1;7;1;1;0;0;1;teresa.regina383@gmail.com;Teresa129123
238;10238;Florinda Coloma Porta;19;Otro;Soltero;Desempleado;85;3;108;8;1;1;4;5;62;8;5;0;0;1;0;1;florinda.coloma418@gmail.com;Florin387123
239;10239;Jesusa Vera;33;Femenina;Casado;Desempleado;54;42;120;7;8;4;7;4;56;3;9;0;0;1;0;1;jesusa.vera703@gmail.com;Jesusa8952026
240;10240;Sandra Corbacho-Vigil;27;Otro;Soltero;Empleado;35;143;35;2;3;2;3;1;45;8;6;1;0;0;0;0;sandra.corbachovigil418@gmail.com;Sandra876123
241;10241;Alejandra Ibarra Garay;35;Femenina;Casado;Empleado;92;29;78;7;9;7;1;2;27;9;7;1;1;0;1;0;alejandra.ibarra115@hotmail.com;Alejan691123
242;10242;Noemí Rico Rivera;19;Femenina;Casado;Independiente;96;136;72;2;1;2;7;7;51;3;3;0;0;1;0;1;noemi.rico473@outlook.com;Noemir277!
243;10243;Reina del Escalona;33;Otro;Divorciado;Desempleado;32;137;23;9;7;8;3;5;61;8;9;0;0;0;1;0;reina.del371@yahoo.com;Reinad292!
244;10244;Jenaro Osuna Reina;33;Otro;Soltero;Desempleado;31;86;54;10;2;2;4;9;47;7;9;1;0;0;1;0;jenaro.osuna88@hotmail.com;Jenaro875_
245;10245;Dolores María Cristina Antón Carreras;18;Femenina;Divorciado;Independiente;99;20;98;8;6;3;1;7;42;10;7;0;0;0;1;1;dolores.maria569@gmail.com;Dolore194123
246;10246;Mayte Español Polo;32;Femenina;Divorciado;Estudiante;48;18;66;6;8;7;10;6;48;1;1;1;1;0;1;1;mayte.espanol82@outlook.com;Maytee689#
247;10247;Nando Neira Plana;27;Masculino;Divorciado;Empleado;95;42;115;10;8;6;3;6;26;7;4;0;1;1;0;1;nando.neira145@gmail.com;Nandon283_
248;10248;Guillermo Montserrat Uría;30;Masculino;Soltero;Empleado;80;30;33;8;4;10;3;6;46;5;2;1;0;1;1;0;guillermo.montserrat226@outlook.com;Guille429!
249;10249;Josué Álvaro;33;Otro;Casado;Empleado;48;44;88;2;10;1;10;8;44;4;4;0;1;1;0;0;josue.alvaro676@hotmail.com;Josuea824123
250;10250;Chucho Exposito-Vara;19;Masculino;Soltero;Estudiante;89;67;80;6;7;8;2;6;54;10;10;0;0;1;1;1;chucho.expositovara811@hotmail.com;Chucho468123
251;10251;Urbano Serrano Fortuny;30;Otro;Casado;Desempleado;84;54;30;9;6;7;7;4;24;5;8;0;1;0;0;0;urbano.serrano585@gmail.com;Urbano108_
252;10252;Primitiva Peña-Toledo;33;Femenina;Casado;Estudiante;61;86;58;1;10;2;7;9;53;10;10;0;0;0;0;0;primitiva.penatoledo807@gmail.com;Primit235123
253;10253;Pancho Uribe Molins;26;Masculino;Soltero;Empleado;82;134;59;1;7;6;10;4;70;6;10;0;1;0;0;1;pancho.uribe850@yahoo.com;Pancho621123
254;10254;Dimas Gelabert;27;Otro;Divorciado;Independiente;43;66;74;10;10;9;8;4;62;9;10;1;1;1;0;1;dimas.gelabert845@hotmail.com;Dimasg350_
255;10255;Manu Chacón Prado;31;Otro;Casado;Estudiante;39;118;12;6;4;3;2;7;65;9;2;0;0;0;0;0;manu.chacon770@gmail.com;Manuch821@
256;10256;Teodosio Mariño Rivas;26;Otro;Soltero;Empleado;78;61;106;3;10;6;1;5;61;9;3;1;0;1;1;0;teodosio.marino842@gmail.com;Teodos128@
257;10257;Natividad Puig Silva;25;Femenina;Soltero;Desempleado;77;43;73;6;3;1;2;5;30;1;1;0;0;1;0;1;natividad.puig769@gmail.com;Nativi896_
258;10258;Valentín Guillén Barceló;27;Masculino;Casado;Independiente;92;97;28;1;9;1;2;8;50;7;6;1;0;0;0;1;valentin.guillen426@outlook.com;Valent8302026
259;10259;Victor Mateos Campoy;23;Masculino;Divorciado;Empleado;60;19;72;8;8;1;2;5;23;10;5;0;0;1;0;1;victor.mateos701@gmail.com;Victor386_
260;10260;María de Porta;25;Masculino;Casado;Independiente;63;97;101;4;9;10;1;6;62;6;9;0;1;1;0;1;maria.de763@yahoo.com;Mariad750_
261;10261;Inés Roldán Corral;33;Femenina;Divorciado;Estudiante;62;78;94;9;1;7;6;3;57;2;3;1;1;1;1;0;ines.roldan748@gmail.com;Inesro326@
262;10262;Victorino Meléndez Espinosa;18;Otro;Divorciado;Estudiante;54;150;95;10;4;8;9;3;46;6;10;1;1;0;0;0;victorino.melendez848@outlook.com;Victor934@
263;10263;Elena Saavedra Borrego;30;Femenina;Casado;Empleado;52;20;32;5;8;9;8;8;30;5;9;1;0;1;0;1;elena.saavedra204@gmail.com;Elenas884@
264;10264;Ruben Baquero España;25;Masculino;Divorciado;Desempleado;82;103;93;5;5;7;3;6;33;4;8;0;0;1;1;1;ruben.baquero310@yahoo.com;Rubenb894@
265;10265;Marcial Manu Ballester Castellanos;34;Otro;Casado;Estudiante;72;137;42;3;2;8;7;10;40;5;2;0;1;0;0;0;marcial.manu839@gmail.com;Marcia266_
266;10266;Leonel del Barbero;29;Masculino;Casado;Empleado;60;24;57;10;8;9;4;5;45;7;5;0;0;0;0;0;leonel.del585@yahoo.com;Leonel167@
267;10267;Nuria Tomás Benavent;32;Femenina;Casado;Empleado;36;73;27;7;5;5;1;2;60;6;10;0;0;0;1;0;nuria.tomas97@gmail.com;Nuriat690#
268;10268;Cristian Rosell;18;Masculino;Divorciado;Empleado;89;87;118;4;2;9;10;7;37;10;6;0;0;1;1;0;cristian.rosell559@gmail.com;Cristi159123
269;10269;Vasco Carvajal Carretero;29;Masculino;Soltero;Empleado;76;115;116;2;2;9;4;4;63;2;3;0;1;0;0;0;vasco.carvajal257@yahoo.com;Vascoc351@
270;10270;Luciana Agustín Manzano;25;Femenina;Casado;Estudiante;97;2;29;7;2;3;10;10;42;3;7;0;1;0;1;0;luciana.agustin117@outlook.com;Lucian5742026
271;10271;Bautista de Arévalo;26;Masculino;Divorciado;Estudiante;99;59;19;5;3;7;2;3;27;3;5;0;0;0;0;1;bautista.de254@yahoo.com;Bautis880@
272;10272;Nicodemo Chacón Taboada;19;Masculino;Casado;Estudiante;65;73;27;3;8;6;7;2;48;4;6;1;0;0;1;1;nicodemo.chacon355@outlook.com;Nicode873_
273;10273;Agustina González Rosselló;33;Femenina;Divorciado;Empleado;44;60;103;1;1;4;5;4;33;8;6;1;1;1;1;0;agustina.gonzalez886@hotmail.com;Agusti848123
274;10274;Rufina Campo-Aroca;30;Otro;Soltero;Empleado;90;36;106;2;5;3;10;2;55;5;1;1;0;0;0;0;rufina.campoaroca113@gmail.com;Rufina350_
275;10275;Hermenegildo de Casado;22;Otro;Divorciado;Desempleado;94;84;27;10;1;10;9;1;66;6;6;1;0;0;1;1;hermenegildo.de439@yahoo.com;Hermen935123
276;10276;Trini Villalba-Bas;21;Otro;Divorciado;Empleado;58;26;103;7;4;9;9;8;63;7;9;1;0;1;0;1;trini.villalbabas894@hotmail.com;Triniv3382026
277;10277;Leonel Tejada;34;Masculino;Soltero;Desempleado;66;124;59;9;5;9;9;6;38;6;9;0;1;1;0;1;leonel.tejada414@outlook.com;Leonel330123
278;10278;Miriam Gallo Balaguer;30;Femenina;Soltero;Estudiante;46;26;83;4;8;8;8;8;69;9;3;1;1;0;1;0;miriam.gallo502@outlook.com;Miriam386@
279;10279;Aurora Piedad Granados Verdejo;32;Femenina;Soltero;Desempleado;66;68;11;9;1;5;9;7;44;1;4;0;0;0;1;1;aurora.piedad479@hotmail.com;Aurora782123
280;10280;Julián Santamaría;21;Masculino;Soltero;Estudiante;63;44;67;1;8;4;10;5;40;2;6;0;1;0;0;1;julian.santamaria324@gmail.com;Julian563@
281;10281;Celia Cantón Díaz;26;Otro;Soltero;Estudiante;65;87;42;1;9;3;1;1;33;3;7;1;0;0;0;1;celia.canton468@outlook.com;Celiac736#
282;10282;Alba Priego;33;Otro;Soltero;Desempleado;70;105;80;8;5;6;2;2;20;10;5;1;1;1;1;1;alba.priego264@gmail.com;Albapr529@
283;10283;Gracia Santamaría;25;Otro;Casado;Desempleado;87;82;14;8;7;1;5;2;33;3;7;0;0;1;1;0;gracia.santamaria255@hotmail.com;Gracia515123
284;10284;Augusto Salinas Roma;18;Masculino;Divorciado;Estudiante;60;74;39;7;3;1;8;3;69;1;7;0;1;0;1;0;augusto.salinas758@hotmail.com;August963@
285;10285;Fátima Olivares Perera;28;Femenina;Casado;Independiente;59;90;88;1;1;4;5;7;39;10;7;1;1;0;0;1;fatima.olivares633@yahoo.com;Fatima263_
286;10286;Natalia Quintanilla Porcel;34;Otro;Divorciado;Empleado;67;52;25;7;5;8;1;5;55;10;3;1;1;0;1;0;natalia.quintanilla392@hotmail.com;Natali265@
287;10287;Maxi Álvaro Santiago Grau;18;Masculino;Soltero;Estudiante;43;25;30;9;8;3;5;9;53;4;4;1;1;0;1;1;maxi.alvaro510@hotmail.com;Maxial728@
288;10288;Pilar Gabriela Almansa Izquierdo;22;Femenina;Divorciado;Desempleado;69;119;10;6;8;3;3;6;70;3;4;0;0;1;1;1;pilar.gabriela539@gmail.com;Pilarg996@
289;10289;Concepción Prieto;27;Otro;Casado;Desempleado;89;97;77;4;2;2;1;5;61;6;6;0;1;1;1;0;concepcion.prieto169@hotmail.com;Concep905#
290;10290;Abel Pinto Royo;34;Masculino;Casado;Independiente;96;53;37;6;2;5;2;3;46;3;7;1;1;1;1;0;abel.pinto960@outlook.com;Abelpi230#
291;10291;Clemente Galván Tomas;36;Otro;Divorciado;Independiente;68;106;16;2;2;5;10;7;38;8;10;1;0;0;1;0;clemente.galvan837@gmail.com;Clemen1272026
292;10292;Guadalupe Almagro Sala;35;Otro;Casado;Estudiante;34;4;30;7;7;1;7;10;28;8;3;0;1;1;0;0;guadalupe.almagro126@yahoo.com;Guadal155@
293;10293;Iker de Pizarro;24;Masculino;Soltero;Desempleado;95;82;74;9;5;5;10;4;68;7;9;0;0;1;0;1;iker.de652@yahoo.com;Ikerde328!
294;10294;Florentina Crespi Peñalver;33;Otro;Divorciado;Estudiante;43;129;38;5;1;1;2;10;44;1;4;1;1;1;0;0;florentina.crespi696@outlook.com;Floren324#
295;10295;Nerea Barros-Vera;20;Otro;Soltero;Estudiante;50;92;98;6;7;1;7;4;54;4;8;0;0;0;1;1;nerea.barrosvera301@gmail.com;Nereab336!
296;10296;Marcelo Remigio Gaya Gelabert;22;Otro;Casado;Estudiante;71;31;18;8;5;2;6;1;40;2;1;1;0;0;1;0;marcelo.remigio71@yahoo.com;Marcel321123
297;10297;Rolando Arcos Suárez;22;Otro;Soltero;Empleado;40;5;62;3;1;3;2;2;59;10;4;1;1;0;1;0;rolando.arcos793@hotmail.com;Roland516123
298;10298;Petrona de Rodrigo;32;Femenina;Soltero;Empleado;89;87;37;10;1;10;10;4;49;1;7;1;0;0;1;1;petrona.de921@hotmail.com;Petron449#
299;10299;Aarón Porta Tovar;28;Otro;Soltero;Empleado;94;41;98;10;3;8;2;3;57;8;10;1;1;0;1;1;aaron.porta152@yahoo.com;Aaronp719!
300;10300;Macarena Mínguez Asensio;19;Femenina;Casado;Empleado;49;60;106;9;8;6;1;10;22;3;6;0;0;0;0;1;macarena.minguez544@gmail.com;Macare506#
301;10301;Lino Carreño-Agustín;20;Otro;Casado;Desempleado;31;41;22;2;5;10;3;3;22;3;1;1;0;0;0;0;lino.carrenoagustin224@outlook.com;Linoca336#
302;10302;Lino Galan;28;Masculino;Casado;Empleado;94;75;116;1;10;8;2;6;31;8;10;0;1;0;1;0;lino.galan80@yahoo.com;Linoga123#
303;10303;Isaac Arrieta Acevedo;28;Masculino;Divorciado;Independiente;82;70;96;3;2;7;5;9;25;4;9;0;1;0;1;1;isaac.arrieta491@hotmail.com;Isaaca754!
304;10304;Alberto Ibañez Salazar;31;Otro;Divorciado;Desempleado;51;5;113;2;4;2;3;10;56;3;10;1;0;0;1;0;alberto.ibanez599@hotmail.com;Albert845!
305;10305;Adela Cepeda;26;Femenina;Casado;Independiente;30;109;82;2;8;7;6;5;34;8;2;0;0;1;0;0;adela.cepeda458@yahoo.com;Adelac289123
